dataset,custom_id,pilot_row_id,category,market_delta,abs_market_delta,market_direction,market_move_bin,valid_candidate_count,valid_candidate_count_bin,posterior_range,posterior_std,abs_update_range,multi_direction_candidates,helpful_candidate_available,best_candidate_id,best_candidate_index,best_selected_evidence_count,best_evidence_weights_count,best_confidence,best_abs_update,best_positive_improvement
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2480__mixed_blind__neutral_forecaster__s00,kalshi_train_2480,Politics,0.2588999999999999,0.2588999999999999,up,large,5,5,0.09999999999999998,0.03261901286060017,0.09999999999999999,False,False,E3,2,1.0,1.0,0.65,0.018,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1832__mixed_blind__neutral_forecaster__s00,kalshi_train_1832,Politics,0.2555,0.2555,up,large,5,5,0.2,0.08,0.041999999999999996,True,True,E1,0,1.0,1.0,0.8,0.121,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0359__mixed_blind__neutral_forecaster__s00,kalshi_train_0359,Elections,-0.2421999999999999,0.2421999999999999,down,large,4,4,0.06999999999999995,0.02738612787525829,0.03,True,True,E2,1,3.0,3.0,0.8,0.0421999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0423__mixed_blind__neutral_forecaster__s00,kalshi_train_0423,Politics,-0.2399,0.2399,down,large,3,3,0.019999999999999962,0.008164965809277244,0.0199999999999999,False,False,E3,2,2.0,2.0,0.75,0.009,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1499__mixed_blind__neutral_forecaster__s00,kalshi_train_1499,Elections,0.2376,0.2376,up,large,4,4,0.03590000000000004,0.014660555071347078,0.0231,True,True,E1,0,1.0,1.0,0.8,0.0128,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1938__mixed_blind__neutral_forecaster__s00,kalshi_train_1938,Politics,0.2362,0.2362,up,large,5,5,0.002999999999999999,0.001019803902718557,0.0019999999999999,True,True,E1,0,2.0,2.0,0.8,0.0019999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0738__mixed_blind__neutral_forecaster__s00,kalshi_train_0738,Politics,0.2338,0.2338,up,large,5,5,0.13,0.04670588827974478,0.068,True,True,E4,3,2.0,2.0,0.8,0.068,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0433__mixed_blind__neutral_forecaster__s00,kalshi_train_0433,Politics,0.2336,0.2336,up,large,5,5,0.15000000000000002,0.054626001134990665,0.15,True,True,E1,0,5.0,5.0,0.8,0.15,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2737__mixed_blind__neutral_forecaster__s00,kalshi_train_2737,Politics,0.2299999999999999,0.2299999999999999,up,large,5,5,0.040000000000000036,0.01326649916142161,0.04,True,True,E2,1,1.0,1.0,0.7,0.04,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1504__mixed_blind__neutral_forecaster__s00,kalshi_train_1504,Politics,-0.2290999999999999,0.2290999999999999,down,large,5,5,0.040000000000000036,0.014142135623730963,0.02,True,True,E1,0,1.0,1.0,0.8,0.02,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1302__mixed_blind__neutral_forecaster__s00,kalshi_train_1302,Companies,-0.2275,0.2275,down,large,5,5,0.025000000000000022,0.008199853657230716,0.0156999999999999,True,True,E2,1,3.0,3.0,0.6,0.0093,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1834__mixed_blind__neutral_forecaster__s00,kalshi_train_1834,Politics,0.2262999999999999,0.2262999999999999,up,large,5,5,0.016000000000000014,0.005564171097297425,0.016,True,False,E3,2,0.0,0.0,0.95,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2095__mixed_blind__neutral_forecaster__s00,kalshi_train_2095,Politics,0.2224,0.2224,up,large,5,5,0.04999999999999999,0.01720465053408525,0.03,True,True,E5,4,3.0,3.0,0.8,0.0383999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1921__mixed_blind__neutral_forecaster__s00,kalshi_train_1921,Politics,0.2208999999999999,0.2208999999999999,up,large,3,3,0.1499999999999999,0.062360956446232324,0.058199999999999905,True,True,E3,2,1.0,1.0,0.8,0.0708999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0133__mixed_blind__neutral_forecaster__s00,kalshi_train_0133,Politics,-0.2187,0.2187,down,large,5,5,0.0,0.0,0.0,False,False,E1,0,0.0,0.0,0.0,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1781__mixed_blind__neutral_forecaster__s00,kalshi_train_1781,Politics,-0.2104,0.2104,down,large,5,5,0.025000000000000022,0.012247448713915901,0.0195999999999999,True,True,E1,0,3.0,3.0,0.8,0.0222999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1902__mixed_blind__neutral_forecaster__s00,kalshi_train_1902,Politics,0.21,0.21,up,large,5,5,0.045,0.017492855684535902,0.045,True,True,E3,2,2.0,2.0,0.6,0.045,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0124__mixed_blind__neutral_forecaster__s00,kalshi_train_0124,Elections,-0.2058999999999999,0.2058999999999999,down,large,5,5,0.0,0.0,0.0,False,False,E1,0,1.0,0.0,0.9,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2407__mixed_blind__neutral_forecaster__s00,kalshi_train_2407,Companies,-0.2006,0.2006,down,large,5,5,0.04999999999999999,0.019999999999999997,0.049999999999999996,False,False,E1,0,2.0,2.0,0.9,0.0335999999999999,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1926__mixed_blind__neutral_forecaster__s00,kalshi_train_1926,Politics,0.1998999999999999,0.1998999999999999,up,large,5,5,0.010000000000000009,0.0040000000000000036,0.01,True,False,E2,1,1.0,0.0,0.9,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1129__mixed_blind__neutral_forecaster__s00,kalshi_train_1129,Economics,0.1995,0.1995,up,large,5,5,0.04999999999999999,0.01743559577416269,0.019999999999999997,True,True,E1,0,1.0,1.0,0.8,0.0281999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0060__mixed_blind__neutral_forecaster__s00,kalshi_train_0060,Politics,0.1993,0.1993,up,large,5,5,0.08000000000000002,0.028565713714171402,0.0313999999999999,True,True,E3,2,2.0,2.0,0.7,0.0393,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1567__mixed_blind__neutral_forecaster__s00,kalshi_train_1567,Politics,0.194,0.194,up,large,5,5,0.03999999999999998,0.016898094567139806,0.0220999999999999,True,True,E2,1,2.0,2.0,0.75,0.0220999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0219__mixed_blind__neutral_forecaster__s00,kalshi_train_0219,Politics,-0.1901,0.1901,down,large,5,5,0.0,0.0,0.0,False,False,E1,0,1.0,1.0,0.95,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0362__mixed_blind__neutral_forecaster__s00,kalshi_train_0362,Elections,-0.1886999999999999,0.1886999999999999,down,large,5,5,0.05860000000000004,0.02140257928381532,0.0586,True,False,E4,3,1.0,0.0,0.9,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1925__mixed_blind__neutral_forecaster__s00,kalshi_train_1925,Politics,-0.1874,0.1874,down,large,4,4,0.15000000000000002,0.05766281297335399,0.0770000000000001,True,True,E5,4,1.0,1.0,0.75,0.0885,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2750__mixed_blind__neutral_forecaster__s00,kalshi_train_2750,Politics,-0.1866999999999999,0.1866999999999999,down,large,5,5,0.010000000000000009,0.0034302186519229354,0.0081999999999999,True,True,E3,2,1.0,1.0,0.6,0.0018,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0763__mixed_blind__neutral_forecaster__s00,kalshi_train_0763,Economics,-0.1857,0.1857,down,large,4,4,0.020000000000000018,0.007395099728874527,0.0113999999999999,True,True,E1,0,1.0,1.0,0.8,0.0131999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2736__mixed_blind__neutral_forecaster__s00,kalshi_train_2736,Politics,0.1857,0.1857,up,large,2,2,0.10000000000000003,0.05000000000000002,0.10000000000000009,False,True,E2,1,1.0,1.0,0.9,0.1311,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0166__mixed_blind__neutral_forecaster__s00,kalshi_train_0166,Politics,0.1844,0.1844,up,large,5,5,0.0,1.1102230246251565e-16,0.0,False,False,E1,0,0.0,0.0,0.95,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1831__mixed_blind__neutral_forecaster__s00,kalshi_train_1831,Politics,-0.1827,0.1827,down,large,1,1,0.0,0.0,0.0,False,False,E4,3,0.0,0.0,0.6,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1128__mixed_blind__neutral_forecaster__s00,kalshi_train_1128,Economics,-0.1822,0.1822,down,large,5,5,0.0,0.0,0.0,False,False,E1,0,0.0,0.0,0.95,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2733__mixed_blind__neutral_forecaster__s00,kalshi_train_2733,Politics,-0.1812999999999999,0.1812999999999999,down,large,3,3,0.029999999999999916,0.012472191289246433,0.0299999999999999,False,False,E1,0,1.0,1.0,0.8,0.0287,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0819__mixed_blind__neutral_forecaster__s00,kalshi_train_0819,Politics,-0.1764,0.1764,down,large,5,5,0.010000000000000009,0.0037365224474101627,0.0050999999999999,True,True,E1,0,1.0,1.0,0.8,0.0049,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1833__mixed_blind__neutral_forecaster__s00,kalshi_train_1833,Politics,-0.1764,0.1764,down,large,4,4,0.128,0.04758938957372746,0.049999999999999906,True,True,E2,1,2.0,2.0,0.65,0.0533,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,0.1762999999999999,0.1762999999999999,up,large,5,5,0.034099999999999964,0.013393819470188462,0.0340999999999999,True,True,E4,3,1.0,1.0,0.7,0.0340999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,-0.1753,0.1753,down,large,5,5,0.044999999999999984,0.0156204993518133,0.0349999999999999,True,True,E3,2,5.0,5.0,0.6,0.01,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,0.1717,0.1717,up,large,5,5,0.05,0.018601075237738275,0.025,True,True,E1,0,2.0,2.0,0.75,0.025,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,0.1715999999999999,0.1715999999999999,up,large,4,4,0.08000000000000007,0.02915475947422653,0.0338000000000001,True,True,E1,0,1.0,1.0,0.85,0.0381,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1167__mixed_blind__neutral_forecaster__s00,kalshi_train_1167,Politics,-0.1714,0.1714,down,large,5,5,0.06,0.023999999999999997,0.06,True,False,E2,1,2.0,0.0,0.8,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2319__mixed_blind__neutral_forecaster__s00,kalshi_train_2319,Politics,0.1692999999999999,0.1692999999999999,up,large,3,3,0.02999999999999997,0.012472191289246457,0.0299999999999999,False,True,E1,0,1.0,1.0,0.8,0.0460999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1680__mixed_blind__neutral_forecaster__s00,kalshi_train_1680,Politics,-0.1688,0.1688,down,large,5,5,0.07,0.02561096640113372,0.0350999999999999,True,True,E1,0,2.0,2.0,0.75,0.0349,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0627__mixed_blind__neutral_forecaster__s00,kalshi_train_0627,Elections,0.1641,0.1641,up,large,5,5,0.09999999999999998,0.034522317419315864,0.0837,True,True,E1,0,1.0,1.0,0.9,0.0837,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0132__mixed_blind__neutral_forecaster__s00,kalshi_train_0132,Politics,-0.1629999999999999,0.1629999999999999,down,large,5,5,0.011399999999999966,0.004559999999999986,0.011400000000000021,False,True,E1,0,5.0,5.0,0.85,0.1630999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0125__mixed_blind__neutral_forecaster__s00,kalshi_train_0125,Elections,0.16,0.16,up,large,5,5,0.17999999999999994,0.06939740629158987,0.1799999999999999,True,True,E4,3,1.0,1.0,0.65,0.16,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2169__mixed_blind__neutral_forecaster__s00,kalshi_train_2169,Politics,-0.16,0.16,down,large,5,5,0.0,0.0,0.0,False,False,E1,0,0.0,0.0,0.95,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2429__mixed_blind__neutral_forecaster__s00,kalshi_train_2429,Companies,-0.16,0.16,down,large,5,5,0.0,0.0,0.0,False,False,E1,0,1.0,1.0,0.0,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2751__mixed_blind__neutral_forecaster__s00,kalshi_train_2751,Politics,-0.1597,0.1597,down,large,5,5,0.0,0.0,0.0,False,False,E1,0,1.0,0.0,0.9,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1683__mixed_blind__neutral_forecaster__s00,kalshi_train_1683,Politics,-0.1562,0.1562,down,large,5,5,0.0,0.0,0.0,False,False,E1,0,1.0,1.0,0.95,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2518__mixed_blind__neutral_forecaster__s00,kalshi_train_2518,Politics,-0.1557,0.1557,down,large,5,5,0.0,0.0,0.0,False,False,E1,0,0.0,0.0,1.0,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1936__mixed_blind__neutral_forecaster__s00,kalshi_train_1936,Politics,0.1553999999999999,0.1553999999999999,up,large,5,5,0.0,2.7755575615628914e-17,0.0,False,False,E1,0,1.0,0.0,0.9,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0824__mixed_blind__neutral_forecaster__s00,kalshi_train_0824,Companies,0.1531,0.1531,up,large,5,5,0.02999999999999997,0.009999519988479439,0.0186,True,True,E1,0,1.0,1.0,0.7,0.0186,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2031__mixed_blind__neutral_forecaster__s00,kalshi_train_2031,Politics,-0.1514999999999999,0.1514999999999999,down,large,2,2,0.07900000000000007,0.039500000000000035,0.079,True,False,E5,4,0.0,0.0,0.95,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2753__mixed_blind__neutral_forecaster__s00,kalshi_train_2753,Politics,0.1508,0.1508,up,large,2,2,0.020000000000000018,0.010000000000000009,0.0200000000000001,False,True,E1,0,2.0,2.0,0.85,0.0378,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1949__mixed_blind__neutral_forecaster__s00,kalshi_train_1949,Politics,0.1498,0.1498,up,medium,5,5,0.29999999999999993,0.10071945988735244,0.2248,True,True,E1,0,2.0,2.0,0.9,0.2248,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2707__mixed_blind__neutral_forecaster__s00,kalshi_train_2707,Politics,-0.1469,0.1469,down,medium,3,3,0.0050000000000000044,0.0023570226039551605,0.0011999999999999001,True,True,E2,1,1.0,1.0,0.7,0.0019,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1748__mixed_blind__neutral_forecaster__s00,kalshi_train_1748,Politics,-0.1456999999999999,0.1456999999999999,down,medium,3,3,0.0026000000000000467,0.001061445555206063,0.0026,False,True,E3,2,5.0,5.0,0.7,0.0032999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1830__mixed_blind__neutral_forecaster__s00,kalshi_train_1830,Politics,-0.1435999999999999,0.1435999999999999,down,medium,5,5,0.01759999999999995,0.006935589376541819,0.0175999999999999,True,True,E1,0,1.0,1.0,0.9,0.0175999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0360__mixed_blind__neutral_forecaster__s00,kalshi_train_0360,Elections,0.1426,0.1426,up,medium,5,5,0.024999999999999967,0.009273618495495697,0.015,True,True,E1,0,4.0,4.0,0.9,0.015,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1918__mixed_blind__neutral_forecaster__s00,kalshi_train_1918,Politics,0.1407,0.1407,up,medium,4,4,0.040000000000000036,0.014790199457749053,0.040000000000000105,False,True,E2,1,5.0,4.0,0.8,0.0507,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2633__mixed_blind__neutral_forecaster__s00,kalshi_train_2633,Economics,0.1394,0.1394,up,medium,5,5,0.12,0.046475800154489,0.0699999999999999,True,True,E2,1,1.0,1.0,0.9,0.0839999999999999,True
